ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
190483,UNIBITDRILLBIT ,BOX  ,4.0,34.63,138.52,138.52,UNIBIT TORNADO DRILL BITS,2019-11-06,02 ,                                                                                                                                                      ,CR00227,138.52,CR AMAZON . COM                                             
190534,FLEXDUCTR60008 ,NOS  ,10.0,26.45,264.5,264.5,"ATCO LFEX DUCT R6 8""",2019-12-10,02 ,                                                                                                                                                      ,CR00136,791.75,"CR Solar Supply, Inc                                        "
190534,FLEXDUCTR60010 ,NOS  ,10.0,32.12,321.2,321.2,"ATCO FLEX DUCT R6 10""",2019-12-10,02 ,                                                                                                                                                      ,CR00136,791.75,"CR Solar Supply, Inc                                        "
190534,FLEXDUCTR60012 ,NOS  ,5.0,41.21,206.05,206.05,"ATCO FLEX DUCR  R6 12""",2019-12-10,02 ,                                                                                                                                                      ,CR00136,791.75,"CR Solar Supply, Inc                                        "
190535,GRITSANDWHEL60 ,NOS  ,1.0,19.83,19.83,19.83,GRIT SANDING WHEEL 60,2019-12-05,02 ,                                                                                                                                                      ,CR00227,39.81,CR AMAZON . COM                                             
190487,CORNERMATIC000 ,BOX  ,96.0,40.0,3840.0,3840.0,Cornermatic Corners,2019-11-08,02 ,                                                                                                                                                      ,CR00036,3840.0,CR Banner Sales Co                                          
190488,ELECTRODE03215 ,NOS  ,300.0,6.69,2007.0,2007.0,ELECTRODE 3215-07-30 CMW,2019-11-11,01 ,                                                                                                                                                      ,CR00172,2007.0,CR T. J. SNOW CO.                                           
190489,BLUEWRAPPLASTI ,NOS  ,300.0,11.5,3450.0,3450.0,BLUE WRAP PLASTIC,2019-11-11,02 ,                                                                                                                                                      ,CR00262,3450.0,CR Capital HArdware Supply ELGEN MANUFACTURING              
190490,FLEXDUCTR60016 ,NOS  ,5.0,57.4,287.0,287.0,"ATCO FLEX DUCT R6 16""",2019-11-11,02 ,                                                                                                                                                      ,CR00136,287.0,"CR Solar Supply, Inc                                        "
190491,PANDUITTIE0000 ,BOX  ,10.0,65.0,650.0,650.0,PANDUIT TIE,2019-11-11,02 ,                                                                                                                                                      ,CR00272,2874.0,CR Win Supply Of Houston                                    
190491,IRONGRIP601POK ,BOX  ,25.0,88.96,2224.0,2224.0,IRON GRIP 601 POOKIE,2019-11-11,02 ,                                                                                                                                                      ,CR00272,2874.0,CR Win Supply Of Houston                                    
190465,LINERPIN0000034,BOX  ,10.0,142.66,1426.6,1426.6,"3/4"" LINER PINS",2019-11-01,02 ,                                                                                                                                                      ,CR00272,2547.5,CR Win Supply Of Houston                                    
190466,LINERPIN000015 ,BOX  ,10.0,129.68,1296.8,1296.8,"LINER PIN 1½""  FTC118 / DDP118",2019-11-01,01 ,                                                                                                                                                      ,CR00272,1296.8,CR Win Supply Of Houston                                    
190467,RIVET000000002 ,NOS  ,500000.0,0.0035399999999999997,1770.0,1770.0,SELF PIERCING RIVET 1/8X5/32X7/32,2019-11-01,01 ,                                                                                                                                                      ,CR00073,2465.0,CR Hanson Rivet & Supply Co.                                
190460,CONDUTE0000012 ,FEET ,3000.0,0.39,1170.0,1170.0,"CONDUIT 1/2"" EMT",2019-11-01,02 ,                                                                                                                                                      ,CR00199,1170.0,CR City Electric Supply Houston                             
190461,GALVOFFCHAMP12 ,BOX  ,2.0,80.0,160.0,160.0,GALV OFF CHAMPION CHOICE PACK OFF 12,2019-11-01,02 ,                                                                                                                                                      ,CR00227,160.0,CR AMAZON . COM                                             
190462,FLEXDUCTR60012 ,NOS  ,8.0,41.21,329.68,329.68,"ATCO FLEX DUCR  R6 12""",2019-11-01,02 ,                                                                                                                                                      ,CR00136,329.68,"CR Solar Supply, Inc                                        "
190463,THERMAFLXMKE08 ,NOS  ,9.0,72.5,652.5,652.5,"THERMA FLEX MK E 8"" FLEX DUCT",2019-11-01,02 ,                                                                                                                                                      ,CR00050,2403.0,CR Coastal HVAC Supply ( Vendor )                           
190463,THERMAFLXMKE10 ,NOS  ,9.0,86.5,778.5,778.5,"THERMA FLEX MK E 10"" FLEX DUCT",2019-11-01,02 ,                                                                                                                                                      ,CR00050,2403.0,CR Coastal HVAC Supply ( Vendor )                           
190463,THERMAFLXMKE12 ,NOS  ,6.0,101.75,610.5,610.5,"THERMA FLEX MK E 12"" FLEX DUCT",2019-11-01,02 ,                                                                                                                                                      ,CR00050,2403.0,CR Coastal HVAC Supply ( Vendor )                           
190463,THERMAFLXMKE06 ,NOS  ,6.0,60.25,361.5,361.5,"THERMAFLEX MK E 6"" FLEX DUCT",2019-11-01,02 ,                                                                                                                                                      ,CR00050,2403.0,CR Coastal HVAC Supply ( Vendor )                           
190464,SILICONEALUMIN ,NOS  ,360.0,2.84,1022.4,1022.4,ALUMINIUM SILICONE,2019-11-01,01 ,                                                                                                                                                      ,CR00050,1022.4,CR Coastal HVAC Supply ( Vendor )                           
190465,JFLNGCORNER000 ,BOX  ,10.0,112.09,1120.9,1120.9,J FLANGE CORNER W / NUT & BOLT,2019-11-01,02 ,                                                                                                                                                      ,CR00272,2547.5,CR Win Supply Of Houston                                    
190467,RIVET000000001 ,NOS  ,250000.0,0.00278,695.0,695.0,SEMI TUBULAR RIVET  1/8x1/8x7/32,2019-11-01,01 ,                                                                                                                                                      ,CR00073,2465.0,CR Hanson Rivet & Supply Co.                                
190468,GLUEWATERBASE1 ,NOS  ,4.0,569.95,2279.8,2279.8,Roto-Tack Adhesive  50 gal Glue,2019-11-01,01 ,                                                                                                                                                      ,CR00136,2279.8,"CR Solar Supply, Inc                                        "
190470,INSULATION00101,ROLL ,4.0,150.64,602.56,602.56,"Insulation 1"" X 56.5"" X 100`",2019-11-01,02 ,                                                                                                                                                      ,CR00272,3967.52,CR Win Supply Of Houston                                    
190469,PRESSONTAPWD10 ,NOS  ,150.0,8.75,1312.5,1312.5,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 10""",2019-11-01,02 ,                                                                                                                                                      ,CR00272,1323.7,CR Win Supply Of Houston                                    
190469,MISCMATERIALS0 ,NOS  ,2.0,5.6,11.2,11.2,MISCELLANIOUS MATERIALS,2019-11-01,02 ,                                                                                                                                                      ,CR00272,1323.7,CR Win Supply Of Houston                                    
190470,INSUL000011259 ,ROLL ,8.0,123.14,985.12,985.12,"INSULATION 1½""X59½""X50`",2019-11-01,02 ,                                                                                                                                                      ,CR00272,3967.52,CR Win Supply Of Houston                                    
190470,INSULATION0256 ,ROLLS,2.0,166.76,333.52,333.52,"INSULATION 2"" X 56.5"" X 50",2019-11-01,02 ,                                                                                                                                                      ,CR00272,3967.52,CR Win Supply Of Houston                                    
190470,INSULATION1556 ,ROLL ,8.0,116.93,935.44,935.44,"INSULATION 1 1/2"" X 56 1/2"" X 50",2019-11-01,02 ,                                                                                                                                                      ,CR00272,3967.52,CR Win Supply Of Houston                                    
190470,SOLVENBASGT151 ,DRUM ,2.0,555.44,1110.88,1110.88,SOLVENT BASE GLUE GLASS TACK 151,2019-11-01,02 ,                                                                                                                                                      ,CR00272,3967.52,CR Win Supply Of Houston                                    
190516,CADSFIBEREINSEA,NOS  ,360.0,8.2,2952.0,2952.0,CADS FIBER REINFORCED DUCT SEALEANT 1 GAL,2019-11-27,02 ,                                                                                                                                                      ,CR00272,2952.0,CR Win Supply Of Houston                                    
190517,DUCTSEALER1GAL ,BOX  ,48.0,29.0,1392.0,1392.0,DUCT SEALER 1 GAL CAN,2019-11-27,02 ,                                                                                                                                                      ,CR00272,1392.0,CR Win Supply Of Houston                                    
190518,GICOIL00000020 ,LBS  ,16000.0,0.5,8000.0,8000.0,GALVANIZED COIL 20 GAGE  G90 AS PER ASTM 653,2019-11-27,02 ,                                                                                                                                                      ,CR00343,8000.0,CR COMMERCIAL STEEL PRODUCT                                 
190519,NUTANDBOLT0001 ,BOX  ,13.0,93.8,1219.4,1219.4,Nut and bolt,2019-12-02,02 ,                                                                                                                                                      ,CR00173,1219.4,CR Delta Fastener Corp                                      
190520,SAWD140125A01F ,NOS  ,10.0,6.97,69.7,69.7,Diablo Chop Saw Blade DBD140109A01F005,2019-12-02,02 ,                                                                                                                                                      ,CR00184,69.7,CR HOME DEPOT                                               
190477,SLVRSPRAYPAINT ,NOS  ,24.0,4.17833,100.28,100.28,SILVER SPRAY PAINT,2019-11-05,02 ,                                                                                                                                                      ,CR00227,100.28,CR AMAZON . COM                                             
190501,FLEXMSTER1MR606,NOS  ,4.0,58.11,232.44,232.44,"6"" FLEXMASTER 1M R6",2019-11-18,02 ,                                                                                                                                                      ,CR00272,866.76,CR Win Supply Of Houston                                    
190501,FLEXMSTER1MR608,NOS  ,9.0,70.48,634.32,634.32,"8"" FLEXMASTER 1M R6",2019-11-18,02 ,                                                                                                                                                      ,CR00272,866.76,CR Win Supply Of Houston                                    
190479,STANDING00000S ,FEET ,500.0,0.396,198.0,198.0,STANDING S,2019-11-05,02 ,                                                                                                                                                      ,CR00272,198.0,CR Win Supply Of Houston                                    
190480,GISLIT53940026 ,LBS  ,15000.0,0.5195,7792.5,7792.5,"GALVANIZED SLIT COIL 26GA - 5.394"" G90 AS PER ASTM 653",2019-11-05,02 ,                                                                                                                                                      ,CR00343,12687.5,CR COMMERCIAL STEEL PRODUCT                                 
190480,GISLIT53940024 ,LBS  ,10000.0,0.4895,4895.0,4895.0,"GALVANIZED SLIT COIL 24GA - 5.394"" G90 AS PER ASTM 653",2019-11-05,02 ,                                                                                                                                                      ,CR00343,12687.5,CR COMMERCIAL STEEL PRODUCT                                 
190481,GICOIL00000018 ,LBS  ,8500.0,0.457,3884.5,3884.5,GALVANIZED COIL 18 GAGE G90 AS PER ASTM 653,2019-11-05,02 ,                                                                                                                                                      ,CR00343,3884.5,CR COMMERCIAL STEEL PRODUCT                                 
190523,316LSSSHEET16G ,SHEET,3.0,280.0,840.0,840.0,STAINLESS STEEL SHEET 316 L 16 GAUGE,2019-12-04,02 ,                                                                                                                                                      ,CR00294,840.0,CR Action Stainless & Alloys Inc                            
190524,ADAPTERAD58430 ,NOS  ,5.0,53.14,265.7,265.7,TUFF ALLOY THREADED ADAPTER AD-584-30,2019-12-04,02 ,                                                                                                                                                      ,CR00172,265.7,CR T. J. SNOW CO.                                           
190525,SSBANDSFOR16INR,BOX  ,20.0,150.0,3000.0,3000.0,"SS BANDS FOR 16"" ROUND",2019-12-04,02 ,                                                                                                                                                      ,CR00050,3000.0,CR Coastal HVAC Supply ( Vendor )                           
190526,GISHEET51016GU ,SHEET,35.0,50.29,1760.15,1760.15,"GALVANIZED SHEET 5"" X 10"" G 90 ASTM 653",2019-12-04,02 ,                                                                                                                                                      ,CR00118,1760.15,
190425,INSULATION1556 ,ROLL ,8.0,116.93,935.44,935.44,"INSULATION 1 1/2"" X 56 1/2"" X 50",2019-10-16,02 ,                                                                                                                                                      ,CR00272,1920.56,CR Win Supply Of Houston                                    
190425,INSUL000011259 ,ROLL ,8.0,123.14,985.12,985.12,"INSULATION 1½""X59½""X50`",2019-10-16,02 ,                                                                                                                                                      ,CR00272,1920.56,CR Win Supply Of Houston                                    
190424,SPIRACOUSTIC01 ,NOS  ,192.0,55.45,10646.4,10646.4,1X48X120 SPIRACOUSTIC VSD,2019-10-15,02 ,                                                                                                                                                      ,CR00136,10646.4,"CR Solar Supply, Inc                                        "
190426,PKGBOX00281836 ,NOS  ,6000.0,2.01,12060.0,12060.0,BOX 28X18X36,2019-10-16,01 ,                                                                                                                                                      ,CR00280,12060.0,CR PERFORMANCE PACKAGING                                    
190427,INSUL000011235 ,ROLL ,80.0,82.55,6604.0,6604.0,"INSULATION1 1½""X35 ½""X50`",2019-10-16,01 ,                                                                                                                                                      ,CR00136,21534.4,"CR Solar Supply, Inc                                        "
190427,INSUL000011247 ,ROLL ,60.0,110.46,6627.6,6627.6,"INSULATION 1½""X47½""X50`",2019-10-16,01 ,                                                                                                                                                      ,CR00136,21534.4,"CR Solar Supply, Inc                                        "
190427,INSUL000011259 ,ROLL ,60.0,138.38,8302.8,8302.8,"INSULATION 1½""X59½""X50`",2019-10-16,01 ,                                                                                                                                                      ,CR00136,21534.4,"CR Solar Supply, Inc                                        "
190428,FLEXDUCTR60010 ,NOS  ,5.0,33.12,165.6,165.6,"ATCO FLEX DUCT R6 10""",2019-10-16,02 ,                                                                                                                                                      ,CR00136,452.6,"CR Solar Supply, Inc                                        "
190428,FLEXDUCTR60016 ,NOS  ,5.0,57.4,287.0,287.0,"ATCO FLEX DUCT R6 16""",2019-10-16,02 ,                                                                                                                                                      ,CR00136,452.6,"CR Solar Supply, Inc                                        "
190429,REDSPRAYPAINT0 ,NOS  ,12.0,3.96,47.52,47.52,RED SPRAY PAINT,2019-10-16,02 ,                                                                                                                                                      ,CR00227,190.08,CR AMAZON . COM                                             
190429,GREENSPRAYPAIN ,NOS  ,12.0,3.96,47.52,47.52,GREEN SPRAY PAINT,2019-10-16,02 ,                                                                                                                                                      ,CR00227,190.08,CR AMAZON . COM                                             
190429,ORANGESPRAYPAI ,NOS  ,12.0,3.96,47.52,47.52,ORANGE SPRAY PAINT,2019-10-16,02 ,                                                                                                                                                      ,CR00227,190.08,CR AMAZON . COM                                             
190429,SLVRSPRAYPAINT ,NOS  ,12.0,3.96,47.52,47.52,SILVER SPRAY PAINT,2019-10-16,02 ,                                                                                                                                                      ,CR00227,190.08,CR AMAZON . COM                                             
190471,BLACKSTEEL0016 ,NOS  ,80.0,58.8,4704.0,4704.0,Black steelsheets 16Ga,2019-11-04,02 ,                                                                                                                                                      ,CR00290,4704.0,CR Texas Iron & Metal                                       
190472,HYPERNOZ220819 ,NOS  ,10.0,38.65,386.5,386.5,Hypertherm Nozzle 5PK  #HYP220819,2019-11-04,02 ,                                                                                                                                                      ,CR00020,893.5,"CR Airgas USA, LLC.                                         "
190472,HYPELECT220842 ,CASE ,10.0,50.7,507.0,507.0,Hypertherm Electrode,2019-11-04,02 ,                                                                                                                                                      ,CR00020,893.5,"CR Airgas USA, LLC.                                         "
190473,TURNINGVAN00200,FEET ,3000.0,0.45,1350.0,1350.0,"Turning van 2""",2019-11-04,02 ,                                                                                                                                                      ,CR00262,4200.0,CR Capital HArdware Supply ELGEN MANUFACTURING              
190473,TURNINGVAN0400 ,FEET ,3000.0,0.95,2850.0,2850.0,"Turning vane 4""",2019-11-04,02 ,                                                                                                                                                      ,CR00262,4200.0,CR Capital HArdware Supply ELGEN MANUFACTURING              
190474,PRESSONTAPWD10 ,NOS  ,100.0,8.75,875.0,875.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 10""",2019-11-04,02 ,                                                                                                                                                      ,CR00272,875.0,CR Win Supply Of Houston                                    
190475,SQUAREROD38COS ,FEET ,3000.0,0.409,1227.0,1227.0,3/8 Aluminum sqr rod,2019-11-04,02 ,                                                                                                                                                      ,CR00178,1227.0,CR CL ALLOYS                                                
190476,FLEXDUCTR60008 ,NOS  ,20.0,26.45,529.0,529.0,"ATCO LFEX DUCT R6 8""",2019-11-04,02 ,                                                                                                                                                      ,CR00136,1191.4,"CR Solar Supply, Inc                                        "
190476,FLEXDUCTR60010 ,NOS  ,20.0,33.12,662.4,662.4,"ATCO FLEX DUCT R6 10""",2019-11-04,02 ,                                                                                                                                                      ,CR00136,1191.4,"CR Solar Supply, Inc                                        "
190500,FLEXMSTER5M008 ,BOX  ,4.0,80.61,322.44,322.44,"FLEXMASTER DUCT R6 5M 8""",2019-11-18,02 ,                                                                                                                                                      ,CR00272,611.19,CR Win Supply Of Houston                                    
190500,FLEXMSTER5M010 ,BOX  ,3.0,96.25,288.75,288.75,"FLEXMASTER DUCT R6 5M 10""",2019-11-18,02 ,                                                                                                                                                      ,CR00272,611.19,CR Win Supply Of Houston                                    
190506,FLEXMSTER1MR606,NOS  ,20.0,58.11,1162.2,1162.2,"6"" FLEXMASTER 1M R6",2019-11-20,02 ,                                                                                                                                                      ,CR00272,9671.78,CR Win Supply Of Houston                                    
190506,FLEXMSTER1MR608,NOS  ,56.0,70.48,3946.88,3946.88,"8"" FLEXMASTER 1M R6",2019-11-20,02 ,                                                                                                                                                      ,CR00272,9671.78,CR Win Supply Of Houston                                    
190506,FLEXMSTER1MR610,NOS  ,20.0,82.2,1644.0,1644.0,"10"" FLEXMASTER 1M R6",2019-11-20,02 ,                                                                                                                                                      ,CR00272,9671.78,CR Win Supply Of Houston                                    
190506,FLEXMSTER1MR612,NOS  ,30.0,97.29,2918.7,2918.7,"12"" FLEXMASTER 1M R6",2019-11-20,02 ,                                                                                                                                                      ,CR00272,9671.78,CR Win Supply Of Houston                                    
190507,GISLIT53940018 ,LBS  ,18000.0,0.48,8640.0,8640.0,"GALVANIZED SLIT COIL 18GA - 5.394"" G90 AS PER ASTM 653",2019-11-20,02 ,                                                                                                                                                      ,CR00343,8640.0,CR COMMERCIAL STEEL PRODUCT                                 
190508,FLEXDUCTR60006 ,NOS  ,10.0,22.16,221.6,221.6,"ATCO FLEX DUCR R6 6""",2019-11-20,02 ,                                                                                                                                                      ,CR00136,1413.0,"CR Solar Supply, Inc                                        "
190508,FLEXDUCTR60008 ,NOS  ,20.0,26.45,529.0,529.0,"ATCO LFEX DUCT R6 8""",2019-11-20,02 ,                                                                                                                                                      ,CR00136,1413.0,"CR Solar Supply, Inc                                        "
190508,FLEXDUCTR60010 ,NOS  ,20.0,33.12,662.4,662.4,"ATCO FLEX DUCT R6 10""",2019-11-20,02 ,                                                                                                                                                      ,CR00136,1413.0,"CR Solar Supply, Inc                                        "
190509,FLEXMSTER1MR614,NOS  ,2.0,117.28,234.56,234.56,"14"" FLEXMASTER 1M R6",2019-11-20,02 ,                                                                                                                                                      ,CR00272,234.56,CR Win Supply Of Houston                                    
190510,PRESSONTAPWD12 ,NOS  ,50.0,10.15,507.5,507.5,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 12""",2019-11-20,02 ,                                                                                                                                                      ,CR00272,507.5,CR Win Supply Of Houston                                    
190511,FLEXDUCTR60014 ,NOS  ,2.0,49.88,99.76,99.76,"ATCO FLEX DUCT R6 14""",2019-11-20,02 ,                                                                                                                                                      ,CR00136,99.76,"CR Solar Supply, Inc                                        "
200363,GIDUCTD3610016 ,FEET ,90.0,3.40392,306.353,306.353,"Single Wall Duct Pipe 16"" x 3`",2020-08-05,02 ,Requistion #200495                                                                                                                                    ,CR00050,306.353,CR Coastal HVAC Supply ( Vendor )                           
200364,BLACKIRONANGLE ,NOS  ,50.0,25.74,1287.0,1287.0,"BLACK IRON ANGLE 1 1/2"" X 1 1/2"" X 1/4"" 20FT STICK",2020-08-10,02 ,                                                                                                                                                      ,CR00290,1287.0,CR Texas Iron & Metal                                       
190514,FLEXDUCTR60008 ,NOS  ,5.0,26.45,132.25,132.25,"ATCO LFEX DUCT R6 8""",2019-11-25,02 ,                                                                                                                                                      ,CR00136,132.25,"CR Solar Supply, Inc                                        "
190515,FLEXMSTER1MR612,NOS  ,10.0,100.07,1000.7,1000.7,"12"" FLEXMASTER 1M R6",2019-11-25,02 ,                                                                                                                                                      ,CR00272,1000.7,CR Win Supply Of Houston                                    
190512,CADSFIBEREINSEA,NOS  ,180.0,8.2,1476.0,1476.0,CADS FIBER REINFORCED DUCT SEALEANT 1 GAL,2019-11-21,02 ,                                                                                                                                                      ,CR00272,1476.0,CR Win Supply Of Houston                                    
190513,FLEXMSTER1MR612,NOS  ,11.0,100.07,1100.77,1100.77,"12"" FLEXMASTER 1M R6",2019-11-22,02 ,                                                                                                                                                      ,CR00272,1100.77,CR Win Supply Of Houston                                    
200390,INSULATION00101,ROLL ,8.0,181.24,1449.92,1449.92,"Insulation 1"" X 56.5"" X 100`",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,INSULATION15912,ROLL ,8.0,185.13,1481.04,1481.04,"Insulation 1""X 59 1/2""X100",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,INSULATION1556 ,ROLL ,4.0,237.09,948.36,948.36,"INSULATION 1 1/2"" X 56 1/2"" X 50",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,FLEXDUCTR60006 ,NOS  ,2.0,22.16,44.32,44.32,"ATCO FLEX DUCT R6 6""",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,FLEXDUCTR60008 ,NOS  ,9.0,26.45,238.05,238.05,"ATCO FLEX DUCT R6 8""",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,FLEXDUCTR60010 ,NOS  ,16.0,33.12,529.92,529.92,"ATCO FLEX DUCT R6 10""",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,FLEXDUCTR60012 ,NOS  ,8.0,41.21,329.68,329.68,"ATCO FLEX DUCT  R6 12""",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200390,FLEXDUCTR60014 ,NOS  ,6.0,49.88,299.28,299.28,"ATCO FLEX DUCT R6 14""",2020-09-15,02 ,                                                                                                                                                      ,CR00136,5320.57,"CR Solar Supply, Inc                                        "
200391,INSUL000020047 ,ROLL ,5.0,139.0,695.0,695.0,"INSULATION 2""X47½""X50`",2020-09-16,01 ,                                                                                                                                                      ,CR00272,695.0,CR Win Supply Of Houston                                    
200392,FLEXMSTR6MR604 ,NOS  ,2.0,50.87,101.74,101.74,"4"" FLEXMASTER 6M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMSTER1MR606,NOS  ,5.0,60.7,303.5,303.5,"6"" FLEXMASTER 1M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMSTER1MR608,NOS  ,5.0,73.16,365.8,365.8,"8"" FLEXMASTER 1M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMSTER1MR610,NOS  ,5.0,85.35,426.75,426.75,"10"" FLEXMASTER 1M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMSTER1MR612,NOS  ,5.0,101.08,505.4,505.4,"12"" FLEXMASTER 1M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMSTER1MR614,NOS  ,10.0,122.08,1220.8,1220.8,"14"" FLEXMASTER 1M R6",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMASTERM306 ,NOS  ,2.0,79.28,158.56,158.56,"FLEXMASTER DUCT 3M 6""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMASTERM308 ,NOS  ,16.0,95.65,1530.4,1530.4,"FLEXMASTER DUCT 3M 8""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMASTERM310 ,NOS  ,2.0,114.56,229.12,229.12,"FLEXMASTER DUCT 3M 10""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,FLEXMASTERM312 ,NOS  ,1.0,134.05,134.05,134.05,"FLEXMASTER DUCT 3M 12""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,PRESSONTAPWD06 ,NOS  ,100.0,7.68,768.0,768.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 6""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,PRESSONTAPWD08 ,NOS  ,200.0,7.4,1480.0,1480.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200392,STANDING00000S ,FEET ,3000.0,0.45799999999999996,1374.0,1374.0,STANDING S,2020-09-16,02 ,                                                                                                                                                      ,CR00272,8598.12,CR Win Supply Of Houston                                    
200393,INSULATION0256 ,ROLLS,11.0,162.2,1784.2,1784.2,"INSULATION 2"" X 56.5"" X 50",2020-09-16,02 ,                                                                                                                                                      ,CR00272,1784.2,CR Win Supply Of Houston                                    
200353,FLEXMASTERM306 ,NOS  ,14.0,79.28,1109.92,1109.92,"FLEXMASTER DUCT 3M 6""",2020-08-03,02 ,                                                                                                                                                      ,CR00272,6471.46,CR Win Supply Of Houston                                    
200355,FLEXMSTER1MR610,NOS  ,25.0,85.35,2133.75,2133.75,"10"" FLEXMASTER 1M R6",2020-08-03,02 ,                                                                                                                                                      ,CR00272,8124.28,CR Win Supply Of Houston                                    
190496,TDCCORNER00001 ,BOX  ,48.0,40.0,1920.0,1920.0,TDC CORNER,2019-11-13,02 ,                                                                                                                                                      ,CR00036,1920.0,CR Banner Sales Co                                          
190492,GISHEET00010GA ,NOS  ,1.0,200.0,200.0,200.0,GALVANIZED SHEET 10GA  G90 AS PER ASTM 653,2019-11-12,02 ,                                                                                                                                                      ,CR00274,200.0,CR Metal Supermarkets                                       
190493,FLEXMASTERM306 ,NOS  ,2.0,77.97,155.94,155.94,"FLEXMASTER DUCT 3M 6""",2019-11-12,02 ,                                                                                                                                                      ,CR00272,493.89,CR Win Supply Of Houston                                    
190493,FLEXMASTERM310 ,NOS  ,3.0,112.65,337.95,337.95,"FLEXMASTER DUCT 3M 10""",2019-11-12,02 ,                                                                                                                                                      ,CR00272,493.89,CR Win Supply Of Houston                                    
190494,FLEXDUCTR60010 ,NOS  ,12.0,33.12,397.44,397.44,"ATCO FLEX DUCT R6 10""",2019-11-12,02 ,                                                                                                                                                      ,CR00136,397.44,"CR Solar Supply, Inc                                        "
190498,THERMAFLXMKE06 ,NOS  ,2.0,60.25,120.5,120.5,"THERMAFLEX MK E 6"" FLEX DUCT",2019-11-14,02 ,                                                                                                                                                      ,CR00050,883.5,CR Coastal HVAC Supply ( Vendor )                           
190498,THERMAFLXMKE08 ,NOS  ,2.0,72.5,145.0,145.0,"THERMA FLEX MK E 8"" FLEX DUCT",2019-11-14,02 ,                                                                                                                                                      ,CR00050,883.5,CR Coastal HVAC Supply ( Vendor )                           
190498,THERMAFLXMKE10 ,NOS  ,3.0,86.5,259.5,259.5,"THERMA FLEX MK E 10"" FLEX DUCT",2019-11-14,02 ,                                                                                                                                                      ,CR00050,883.5,CR Coastal HVAC Supply ( Vendor )                           
190498,THERMAFLXMKE14 ,NOS  ,3.0,119.5,358.5,358.5,"THERMA FLEX MK E 14"" FLEX DUCT",2019-11-14,02 ,                                                                                                                                                      ,CR00050,883.5,CR Coastal HVAC Supply ( Vendor )                           
190499,FLEXDUCTR60006 ,NOS  ,3.0,22.16,66.48,66.48,"ATCO FLEX DUCR R6 6""",2019-11-14,02 ,                                                                                                                                                      ,CR00136,576.98,"CR Solar Supply, Inc                                        "
190499,FLEXDUCTR60008 ,NOS  ,5.0,26.45,132.25,132.25,"ATCO LFEX DUCT R6 8""",2019-11-14,02 ,                                                                                                                                                      ,CR00136,576.98,"CR Solar Supply, Inc                                        "
190499,FLEXDUCTR60012 ,NOS  ,5.0,41.21,206.05,206.05,"ATCO FLEX DUCR  R6 12""",2019-11-14,02 ,                                                                                                                                                      ,CR00136,576.98,"CR Solar Supply, Inc                                        "
190499,FLEXDUCTR60016 ,NOS  ,3.0,57.4,172.2,172.2,"ATCO FLEX DUCT R6 16""",2019-11-14,02 ,                                                                                                                                                      ,CR00136,576.98,"CR Solar Supply, Inc                                        "
